Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,,,,,,,,,,,,,,,,
2,"МО Гусев, СА Соколов",Открытые системы и защита информации в академическом институте,2006,Информационные технологии и …,elibrary.ru,https://elibrary.ru/item.asp?id=12830921,https://scholar.google.com/scholar?cites=2081477938063228576&as_sdt=2005&sciodt=2007&hl=en,123,2021-08-07 17:02:08,,,,,,,,,2,0.13,1,2,15,"… Выделяют несколько эпох. По материалам компании Sun, в начале 70-х закончилась эпоха мейнфреймов (больших машин типа IBM 360) … Последнее значительно затрудняет мониторинг и модернизацию, снижает уровни доверия …"
18,"ИМ Фадеева, ПА Шаманаев…",Управление кадровым потенциалом исследовательского университета на основе информационных систем,2011,… управление: практика и …,cyberleninka.ru,https://cyberleninka.ru/article/n/15359912,https://scholar.google.com/scholar?cites=3820611855276799432&as_sdt=2005&sciodt=2007&hl=en,124,2021-08-07 17:02:08,HTML,,,,,,,,18,1.8,6,3,10,"… В условиях модернизации высшей школы, изменения статуса образовательных учреждений, усложнения выполняемых ими задач необходим … практике западных компаний опирался на различные аппаратные платформы (начиная от мэйнфреймов и заканчивая …"
0,ЮР Правкина,ПРОБЛЕМА РАЗВИТИЯ КОНЦЕПЦИИ ЭЛЕКТРОННОГО ПРАВИТЕЛЬСТВА В РОССИЙСКОЙ ФЕДЕРАЦИИ,2021,Глобализация науки и техники в условиях кризиса,elibrary.ru,https://elibrary.ru/item.asp?id=45599500,,125,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,1,"… Модернизация государственного управления неразрывно связана с использованием новых информационных и коммуникационных технологий … уже реализуется, по крайней мере, 50 лет, начиная с использования первого мейнфрейма в Статистическом …"
0,ЭТ Раянова,§ 2.12. Киберпреступность и правовые меры по ее предупреждению и пресечению в транспортной сфере государства,2020,… развитие в условиях цифровой трансформации и …,elibrary.ru,https://elibrary.ru/item.asp?id=43798721,,126,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,1,… Самые крупные компании транспортной сферы нашего государства используют серверные решения уровня мэйнфрейм … Самое важное - следует положить начало процессу модернизации уголовного законодательства Российской Федерации и созданию …
,,,,,,,,,,,,,,,,,,,,,,,
2,НА Нечаева,Цифровой суперсервис «Инвестирование в реальный сектор экономики онлайн»,2020,Modern science,elibrary.ru,https://elibrary.ru/item.asp?id=42416036,https://scholar.google.com/scholar?cites=14790062131867215316&as_sdt=2005&sciodt=2007&hl=en,128,2021-08-07 17:02:08,,,,,,,,,2,2,2,1,1,"… информационно-технологическая доминанта (ИТД) основана на мэйнфреймах/ выделенных серверах … Plan 2016 - 2020 [11], направленный на модернизацию государственных органов с … и инвесторов, возникает потребность в модернизации системы, ускорении …"
0,"АФ Иванько, ИМА РАЕ","доцент, к. т. н., Фоменко Валерия Юрьевна., студент Московского Политеха. Московский Политехнический Университет, Москва, улица Прянишникова …",,scientificreview.ru,,https://www.scientificreview.ru/pdf/2020/1/78.pdf,,129,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,2,,"… модернизации. Поскольку в рекомендациях доклада, говорилось о том, что будущее … не микропроцессорами. Вместо самостоятельных вычислений Minitel подключался к удаленным сервисам по восходящей линии связи как мэйнфрейм 1960-х годов или …"
15,ИН Курносов,Концепция федеральной информационной политики России в области электронных информационных ресурсов и технологий,1995,Вестник Российского общества информатики и …,emag.iis.ru,http://emag.iis.ru/arc/infosoc/emag.nsf/BPA/e779ed1a341a1e3fc32575c5003c6f1f,https://scholar.google.com/scholar?cites=4362859711239733449&as_sdt=2005&sciodt=2007&hl=en,130,2021-08-07 17:02:08,HTML,,,,,,,,15,0.58,15,1,26,"… Исторически мы прошли эру больших машин (мейнфреймов), затем персональных машин, сейчас наступил сетевой период, в … эффективность использования уже имеющейся в их распоряжении информации и провести техническую модернизацию средств ее …"
0,ÃËÌÕ ÀÅÌÆÈÄÎÀÀ,r iyp,2009,,elibrary.ru,https://elibrary.ru/item.asp?id=15124084,,131,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,12,… Понятие «виртуализация» появилось в вычислительной технике еще в 1970-егг.: ОС для мэйнфреймов IBM/370 … Ярославской области и Ярославского регионального отделения Союза машиностроителей России на тему «Проблемы модернизации предприятий» …
0,МВ Чевозеров,Разработка серверной части комплекса распределенных вычислений: магистерская диссертация по направлению подготовки: 09.04. 03-Прикладная …,2018,,vital.lib.tsu.ru,http://vital.lib.tsu.ru/vital/access/services/Download/vital:8112/SOURCE01,,132,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,3,"… обеспечивающей предоставление ресурсов мейнфреймов (больших … Такие интерфейсы обычно используются при работе с мейнфреймами. В том случае, когда мейнфрейм контролирует все взаимодействия, включая работу с клавиатурой …"
0,АВ Левковский,2.3. Технология опыта или его компонентов 51 2.4. Эффективность применения кейс-технологии 89 с элементами игровой деятельности …,,,,,,133,2021-08-07 17:02:08,CITATION,,,,,,,,0,0,0,1,,
0,"ЛЭ Сeит-Мaмeтoв, AК Гaниeвa",Aктуaлизaция борьбы с кoнкурeнтaми для защиты рынков сбыта,2014,Ученые записки Крымского …,irbis-nbuv.gov.ua,http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/VzKipu_2014_44_10.pdf,,134,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,2,7,"… производства или его сокращении, при осуществлении инве- стиций в целях модернизации технологического оборудования или … Лидер рынка периодически пред- ставляет новые серии мэйнфреймов – продуктов, имеющих значительное преимущество по соот …"
15,В Ананьин,Интранет как инструмент корпоративного управления,1997,Системы управления базами данных,,,https://scholar.google.com/scholar?cites=893370403113331306&as_sdt=2005&sciodt=2007&hl=en,135,2021-08-07 17:02:08,CITATION,,,,,,,,15,0.63,15,1,24,
0,НГ Выжимова,JEL classification: H11, O40, R11 ЦИФРОВИЗАЦИЯ УПРАВЛЕНИЯ КАК ФАКТОР РАЗВИТИЯ СОВРЕМЕННОГО ГОСУДАРСТВА DIGITALIZATION OF …,,nauchtrud.com,,https://nauchtrud.com/3465/20200827080558124818,,136,2021-08-07 17:02:08,HTML,,,,,,,,0,0,0,1
5,"АН Алексеев, ГВ Королев",Реорганизация предприятий в эпоху цифровизации,2019,Бюллетень науки и практики,cyberleninka.ru,https://cyberleninka.ru/article/n/18381786,https://scholar.google.com/scholar?cites=18436251772393320895&as_sdt=2005&sciodt=2007&hl=en,137,2021-08-07 17:02:08,HTML,,,,,,,,5,2.5,3,2,2,"… Третья (цифровая), началась в середине ХХ в с появлением мейнфреймов, персональных компьютеров и … максимально роботизировать и автоматизировать все процессы производства; -отрегулировать и модернизировать имеющиеся производственные линии …"
3,СБ Лёвин,Основы концепции управления транспортным предприятием на базе логистики и информационных технологий,2016,Транспортное дело России,cyberleninka.ru,https://cyberleninka.ru/article/n/16529623,https://scholar.google.com/scholar?cites=1490103814428286413&as_sdt=2005&sciodt=2007&hl=en,138,2021-08-07 17:02:08,HTML,,,,,,,,3,0.6,3,1,5,"… Необходимость нового взгляда на развитие и модернизацию информационных систем отрасли … приоритетов в работе железнодорожного транспорта необходим для модернизации АСУЖТ с … R 31 - первых на сети железных дорог мейнфреймов, имеющих самую …"
0,ЕД Пойманова,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САНКТ-ПЕТЕРБУРГСКИЙ …,,etu.ru,,https://etu.ru/assets/files/nauka/dissertacii/2020/pojmanova/dissertaciya_pojmanova.pdf,,139,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,,"… 5. Увеличение стоимости хранения единицы данных в связи с модернизацией и утилизацией СХД … первая платформа представляла собой мейнфреймы, появившиеся в 50-х … информационных систем: от полной централизации ресурсов в мейнфреймах …"
1,"Л Отоцкий, Ю Ипатов",Информационные технологии в металлургии,1998,Н Открытые системы.,,,https://scholar.google.com/scholar?cites=9013801054309191449&as_sdt=2005&sciodt=2007&hl=en,140,2021-08-07 17:02:08,CITATION,,,,,,,,1,0.04,1,2,23,
3,АА Лебедев,Направления повышения конкурентоспособности информационных технологий в России,2010,Российский внешнеэкономический вестник,cyberleninka.ru,https://cyberleninka.ru/article/n/14601218,https://scholar.google.com/scholar?cites=11806129805530984703&as_sdt=2005&sciodt=2007&hl=en,141,2021-08-07 17:02:08,HTML,,,,,,,,3,0.27,3,1,11,… информации. Развитие производства и сбыта виртуальных серверов на основе крупных вычислительных машин (мейнфреймов). Одной … прибыль. Это - оборотная сторона возможнйо модернизации. Виртуализация …
1,"АН Агафонова, ИВ Яхнеева",Развитие ИТ-инфраструктуры рынка как условие обеспечения эффективного взаимодействия субъектов бизнеса,2019,Вестник Самарского государственного …,elibrary.ru,https://elibrary.ru/item.asp?id=42543679,https://scholar.google.com/scholar?cites=16170062751110585147&as_sdt=2005&sciodt=2007&hl=en,142,2021-08-07 17:02:08,,,,,,,,,1,0.5,1,2,2,"… Мэйнфреймы и терминалы с тысячами приложений послужили базой развития первой платформы … инфраструктуры, в том числе на основе облачных технологий; ¦ важность API (Application Programming Interface) для модернизации инфраструктуры …"
0,ИД Болдов,Информационная система организации,2017,,library.tiei.ru,http://library.tiei.ru/bitstream/123456789/722/1/%D0%92%D0%9A%D0%A0_%D0%91%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2_%D0%98%D0%B2%D0%B0%D0%BD.pdf,,143,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,4,"… информации персонального компьютера. В крупных организациях наряду с персональным компьютером в состав технической базы информационной системы может входить мэйнфрейм или суперЭВМ. Кроме того, техническое …"
0,АД Агафонова,Основные тенденции трансформации взаимоотношений власти и общества в контексте цифровых условий,2019,Современные технологии в науке и образовании …,elibrary.ru,https://elibrary.ru/item.asp?id=39185310,,144,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,2,"… управления: 1 ФАЗА - 1990-е годы: Электронное правительство (e- government) Мэйнфреймы / выделенные серверы … власти узким кругом лиц, непрозрачности управления, отсутствия или недостаточности процессов модернизации социальной, экономической и …"
0,ДВ Кравченко,ИСПОЛЬЗОВАНИЕ СЕТЕВЫХ РЕШЕНИЙ В ПРОЦЕССЕ РЕАЛИЗАЦИИ КРУПНЫХ ИНВЕСТИЦИОННЫХ ПРОЕКТОВ,2007,Экономика: теория и практика,elibrary.ru,https://elibrary.ru/item.asp?id=17071837,,145,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,14,"… Предприятия, которым удалось так или иначе модернизировать производство, сталкиваются с другой проблемой - недостатком оборотных … В корпоративной сети обычно используются различные типы компьютеров - от мэйнфреймов до персональных, несколько …"
0,B Bojinov,ПРЕДИЗВИКАТЕЛСТВА ПРЕЗ НАВЛИЗАНЕТО НА ИНФОРМАЦИОННИТЕ ТЕХНОЛОГИИ В БАЛКАНСКИТЕ УНИВЕРСИТЕТИ КОНЦЕПТУАЛНИ ВЪПРОСИ И …,2017,Компютърни науки и комуникации,ceeol.com,https://www.ceeol.com/search/article-detail?id=830748,,146,2021-08-07 17:02:08,,,,,,,,,0,0,0,1,4,"… компютри, способствана и от многократно по-ниската им цена спрямо доминантните до тогава мейнфрейм системи, позволява … план са свързани предимно с навлизането на мобилните технологии и социалните мрежи (59%), модернизация на бизнеса (41 …"
,,,,,,,,,,,,,,,,,,,,,,,
2,ХР Алиев,"ИТ-аутсорсинг в России, оценка контрактов на разработку программного обеспечения",2010,Российский экономический интернет-журнал,globecsi.ru,http://www.globecsi.ru/Articles/2010/Aliev.pdf,https://scholar.google.com/scholar?cites=13464165435189873112&as_sdt=2005&sciodt=2007&hl=en,148,2021-08-07 17:02:08,PDF,,,,,,,,2,0.18,2,1,11,"… Когда мейнфреймы начали использоваться для поддержки деловых функций, таких как обработка счётов, они были дорогими … Предлагаемые услуги включают системную интеграцию, поддержива- ние и модернизацию унаследованных систем, разработку ПО …"
26,"РМ Юсупов, БВ Соколов, АИ Птушкин…",Анализ состояния исследований проблем управления жизненным циклом искусственно созданных объектов,2011,Информатика и …,mathnet.ru,http://www.mathnet.ru/rus/trspy423,https://scholar.google.com/scholar?cites=8617713927061459870&as_sdt=2005&sciodt=2007&hl=en,149,2021-08-07 17:02:08,,,,,,,,,26,2.6,7,4,10,… Персональные компьютеры Мэйнфреймы Internet- системы Распределенные вычисления … Пакетный режим и режим разделения времени Клиент- серверные системы Персональные компьютеры Миникомпьютеры Мэйнфреймы 1960 1970 1980 1990 2000 43 …
0,АН Асылбеков,Разработка АРМ менеджера по продажам “XXX”,2017,,library.mpa71.ru,http://library.mpa71.ru/bitstream/123456789/806/1/%D0%92%D0%9A%D0%A0_%D0%90%D1%81%D1%8B%D0%BB%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2%20%D0%90.%D0%9C..pdf,,150,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,4,"… семантика исследуемой предметной области, что усложняет сопровождение и модернизацию систем … своих мэйнфреймов 50-х 60-х годов, которые занимали целую комнату и … мэйнфреймах IBM z Systems, поддерживает аппаратное ускорение на …"
0,"АМ Маткеримова, ЖК Каныбекова",Современное состояние информационной технологии бухгалтерского учета в Кыргызстане,2016,Учет и контроль,elibrary.ru,https://elibrary.ru/item.asp?id=26510747,,151,2021-08-07 17:02:08,,,,,,,,,0,0,0,2,5,"… почти повсеместно использовалась централизованная обработка данных на базе мейнфреймов, в дальнейшем был осуществлен переход на обработку … Кроме того, он может выполнить операции по модернизации, комплектации ОС, но у него нет доступа к …"
0,"ЕВ Курицын, ДА Матвиенко…",Idef14. Метод проектирования сетей на предприятии,2017,Россия: тенденции и …,cyberleninka.ru,https://cyberleninka.ru/article/n/18020067,,152,2021-08-07 17:02:08,HTML,,,,,,,,0,0,0,3,4,"… Примером могут служить персональные компьютеры, файловые серверы, рабочие станции, мейнфреймы, терминалы, маршрутизаторы, мосты, повторители, шлюзы, коммутаторы, терминалы с очень малой … 1. Модернизация существующей корпоративной сети …"
0,ВГ Мартынов,Основные направления развития РГУ нефти и газа им. ИМ Губкина,2010,Территория Нефтегаз,cyberleninka.ru,https://cyberleninka.ru/article/n/osnovnye-napravleniya-razvitiya-rgu-nefti-i-gaza-im-i-m-gubkina,,153,2021-08-07 17:02:08,HTML,,,,,,,,0,0,0,1,11,"… нефтегазохи-мии невозможно обеспечить инновационное развитие экономики страны, ее модернизацию … дисковый массив на сервере IBM Sistem z9 - Мэйнфрейм - содержит 19 … А.Медведева на первом заседании комиссии по модернизации и технологическому …"
0,АД Агафонова,ОСНОВНЫЕ ТЕНДЕНЦИИ ТРАНСФОРМАЦИИ ВЗАИМОТНОШЕНИЙ ВЛАСТИ И ОБЩЕСТВА В КОНТЕКСТЕ ЦИФРОВЫХ УСЛОВИЙ,2019,Современные технологии в науке и образовании …,,,,154,2021-08-07 17:02:08,CITATION,,,,,,,,0,0,0,1,2,
0,МД Исаев,Автоматизированная информационная система учета электроники (на примере ИП «Хамзин РА»),2018,,library.tiei.ru,http://library.tiei.ru/bitstream/123456789/1538/1/%D0%98%D1%81%D0%B0%D0%B5%D0%B2%20%D0%92%D0%9A%D0%A0_%20%D0%90%D0%98%D0%A1_%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%D0%B0_%D1%8D%D0%BB%D0%B5%D0%BA%D1%82%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B8_%D0%90_%D0%A5%D0%B0%D0%BC%D0%B7%D0%B8%D0%BD.pdf,,155,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,3,"… семантика исследуемой предметной области, что усложняет сопровождение и модернизацию систем … своих мэйнфреймов 50-х 60-х годов, которые занимали целую комнату и … мэйнфреймах IBM z Systems, поддерживает аппаратное ускорение на …"
0,ПВ Рыбалка,Автоматизированное рабочее место менеджера по продажам (на примере ООО «Оргтехника+»),2018,,library.tiei.ru,http://library.tiei.ru/bitstream/123456789/1447/1/%D0%A0%D1%8B%D0%B1%D0%B0%D0%BB%D0%BA%D0%B0%20%D0%92%D0%9A%D0%A0_%20%D0%90%D0%A0%D0%9C_%D0%BC%D0%B5%D0%BD%D0%B5%D0%B4%D0%B6%D0%B5%D1%80%D0%B0%20%D0%BF%D0%BE%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%D0%BC.pdf,,156,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,3,"… семантика исследуемой предметной области, что усложняет сопровождение и модернизацию систем … своих мэйнфреймов 50-х 60-х годов, которые занимали целую комнату и … мэйнфреймах IBM z Systems, поддерживает аппаратное ускорение на …"
112,"ИП Норенков, ВА Трудоношин",Телекоммуникационные технологии и сети,2000,М.: МГТУ им. НЭ Баумана,vtks-sks.narod.ru,http://vtks-sks.narod.ru/litra/net.doc,https://scholar.google.com/scholar?cites=12304943946094774132&as_sdt=2005&sciodt=2007&hl=en,157,2021-08-07 17:02:08,DOC,,,,,,,,112,5.33,56,2,21,"… Такие сети отличают также от централизованных систем, построенных на мэйнфреймах; … вносить изменения в средства реализации одного уровня без перестройки средств других уровней, что значительно упрощает и удешевляет модернизацию средств по …"
0,ЕВ Банников,Виртуализация в автоматизации,2019,International scientific review,cyberleninka.ru,https://cyberleninka.ru/article/n/virtualizatsiya-v-avtomatizatsii,,158,2021-08-07 17:02:08,HTML,,,,,,,,0,0,0,1,2,"… единого пула вычислительных ресурсов с централизованной системой управления, надежностью на уровне мэйнфреймов и возможностью … обусловлена накоплением большого количества серверов, некоторые из которых не подлежали модернизации, а также …"
3,"АД Сорокин, ВТ Вдовицын…",Концепция развития системы телекоммуникаций КарНЦ РАН,2002,Методы …,resources.krc.karelia.ru,http://resources.krc.karelia.ru/math/doc/publ/conception_2002.pdf,https://scholar.google.com/scholar?cites=242900088045607329&as_sdt=2005&sciodt=2007&hl=en,159,2021-08-07 17:02:08,PDF,,,,,,,,3,0.16,1,3,19,… В на стоящее время в сетях используются компьютеры различных классов -от персональных до мейнфреймов и супер- ЭВМ … Очередным этапом развития СТК должна быть модернизация транс портной подсистемы сети КарНЦ РАН в соответствии со …
0,"В Цехановский, Б Советов","Информационные технологии 7-е изд., пер. и доп. Учебник для прикладного бакалавриата",2021,,books.google.com,https://books.google.com/books?hl=en&lr=&id=AvUYEAAAQBAJ&oi=fnd&pg=PA3&dq=%D0%BC%D0%BE%D0%B4%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F+%D0%BC%D0%B5%D0%B9%D0%BD%D1%84%D1%80%D0%B5%D0%B9%D0%BC%D0%BE%D0%B2&ots=bvP2sobCD1&sig=1J3rQfxbpUbGA4mJbJbE7lCncSQ,,160,2021-08-07 17:02:08,BOOK,,,,,,,,0,0,0,2,1,"… 255 5.2.2. Нестандартные конструкции ПК .....258 5.2.3. Мейнфреймы .....259 5.2.4 … инфокоммуникаци- онных систем и сетей; • методами и средствами проектирования, модернизации и моди- фикации …"
0,"ГВ Праскура, ДВ Титарев",Разработка системы комплексной автоматизации деятельности выпускающей кафедры вуза на основе сервис-ориентированной архитектуры,2018,… технологии интеллектуальной поддержки …,elibrary.ru,https://elibrary.ru/item.asp?id=36338778,,161,2021-08-07 17:02:08,,,,,,,,,0,0,0,2,3,"… Одной из приоритетных задач по развитию кафедральной информационной системы является модернизация сервиса контингента в … компьютерных вычислений, IBM выпустила OS VM/370, позволявшую изолированно разделять мейнфреймы на программном и …"
0,НЛ Ивинская,Прокопов ИИ Операционные системы: учебное пособие.–Челябинск: НО,2014,,,,,162,2021-08-07 17:02:08,CITATION,,,,,,,,0,0,0,1,7,
12,"АИ Племнек, ЛН Агаджанова, ВЛ Баранов…",Проект Библиотечной сети учреждений науки и образования Северо-Западного региона России-RUSLANet,1997,Научные и технические …,gpntb.ru,https://www.gpntb.ru/win/ntb/ntb97/11/F11_01.html,https://scholar.google.com/scholar?cites=17751360426362679879&as_sdt=2005&sciodt=2007&hl=en,163,2021-08-07 17:02:08,HTML,,,,,,,,12,0.5,3,4,24,… Эти системы базировались на так называемой мейнфрейм-ориентированной информационной технологии … мобильность/переносимость (возможность переноса прикладных программ и данных при модернизации или замене платформы информационной …
23,"ОВ Майданович, МЮ Охтилев…",Междисциплинарный подход к оцениванию и анализу эффективности информационных технологий и систем,2010,Известия высших …,cyberleninka.ru,https://cyberleninka.ru/article/n/16470479,https://scholar.google.com/scholar?cites=788608489946137892&as_sdt=2005&sciodt=2007&hl=en,164,2021-08-07 17:02:08,HTML,,,,,,,,23,2.09,8,3,11,"… Мэйнфреймы … обеспечить создание новых поколений КС (модернизировать существующие КС … Как показали исследования, в условиях модернизации системы государственного управления и одновременного усиления влияния мирового экономического кризиса …"
13,"ЕА Шебуняева, АА Локотков",Особенности внедрения информационных технологий: зарубежный опыт,2011,… -экономические явления и …,cyberleninka.ru,https://cyberleninka.ru/article/n/14744383,https://scholar.google.com/scholar?cites=1188897333644020151&as_sdt=2005&sciodt=2007&hl=en,165,2021-08-07 17:02:08,HTML,,,,,,,,13,1.3,7,2,10,"… всем мире, их сила заключается в способности модернизировать экономические системы … сбережения, трансформирующиеся в инвестиции, которые и питают модернизацию народного хозяйства … При этом в основу развития ставилась модернизация в области …"
0,КИ Тарасова,ЭВОЛЮЦИЯ ИНФОРМАЦИОННЫХ СИСТЕМ В ЭКОНОМИКЕ,2020,Бизнес Информ,cyberleninka.ru,https://cyberleninka.ru/article/n/evolyutsiya-informatsionnyh-sistem-v-ekonomike,,166,2021-08-07 17:02:08,HTML,,,,,,,,0,0,0,1,1,"… более совершенных аппаратных и программных средств, которые, в свою очередь, подталкивают пользователей к модернизации и автоматизации … 9]. Множество мейнфреймов подключаются к сети для выполнения все более сложных задач, что приводит к …"
3,ОА Исаков,Информационные системы на железнодорожном транспорте: опыт проектирования и развития,2013,Информационно-экономические аспекты …,iea.gostinfo.ru,http://iea.gostinfo.ru/files/2013_04/2013_04_03.pdf,https://scholar.google.com/scholar?cites=15165017776390884196&as_sdt=2005&sciodt=2007&hl=en,167,2021-08-07 17:02:08,PDF,,,,,,,,3,0.38,3,1,8,"… утрачена во время развала СССР. 2. Принят подход, предполагающий постоянную модернизацию этой ИС. 3. Наличие 17 ЖД предполагает необходимость модернизации 17 вы … можность не модернизировать имеющуюся АСУ ЖТ, а перейти к созданию …"
21,ЛВ Атоян,Компьютерная картография: Курс лекций,2004,,elib.bsu.by,https://elib.bsu.by/bitstream/123456789/171167/1/%D0%9A%D0%BE%D0%BC%D0%BF%D1%8C%D1%8E%D1%82%D0%B5%D1%80%D0%BD%D0%B0%D1%8F%20%D0%BA%D0%B0%D1%80%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D1%8F_%D0%9A%D1%83%D1%80%D1%81%20%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D0%B9.pdf,https://scholar.google.com/scholar?cites=5086650114629906786&as_sdt=2005&sciodt=2007&hl=en,168,2021-08-07 17:02:08,PDF,,,,,,,,21,1.24,21,1,17,Page 1. МИНСК БГУ 2004 Page 2. 2 ВВЕДЕНИЕ Внедрение вычислительной техники и информационных технологий во все сферы научной деятельности и отрасли народного хозяйства явля- ется отличительной чертой нашего времени …
0,МВ Нерода,Развитие образовательной и научной деятельности на машиностроительном факультете БрГТУ в рамках реализации инновационных проектов,2020,,rep.bstu.by,https://rep.bstu.by/bitstream/handle/data/9583/89-93.pdf?sequence=1,,169,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,1,1,… Page 3. 91 проекта «Модернизация высшего образования Республики Беларусь» … Инновации 1 2 I этап (начало 60-х г.г. XX столетия) Появление больших компьютеров – мейнфреймов (mainframe) II этап (конец 60-х – начало 70 -х г.г. XX столетия) …
0,"ВВ Бакшеев, АВ Нарышева, ИЕ Бурлаков…",Обеспечение сохранности данных в информационных системах,2019,Наука и бизнес: пути …,elibrary.ru,https://elibrary.ru/item.asp?id=42486722,,170,2021-08-07 17:02:08,,,,,,,,,0,0,0,4,2,"… В ряде достаточно больших организаций могут также использоваться мэйнфреймы или, так называемые, супер-ЭВМ … шло на создание технологии прямой поддержки бизнес-процессов, несмотря на нанесение ущерба модернизации инфраструктуры сервисов …"
0,"ЕА Кабешова, ПИ Туманян",ИСТОРИЯ РАЗВИТИЯ СКВОЗНЫХ ТЕХНОЛОГИЙ ЦИФРОВОЙ ЭКОНОМИКИ В РОССИИ,2020,Историческая наука: наследие и …,elibrary.ru,https://elibrary.ru/item.asp?id=44475934,,171,2021-08-07 17:02:08,,,,,,,,,0,0,0,2,1,… Концепция «большие данные» возникла в момент создания мейнфреймов и появления связанных с ними компьютерных вычислений в … в концерне «Росэнергоатом» на блоках Смоленской АЭС за последние 2 года проведена модернизация системы контроля …
1,"МП Воронов, ВП Часовских",Создание саморазвивающейся системы принятия решений в среде СУБД ADABAS и Natural на основе альтернативного планирования …,2007,… проблемы науки и …,science-education.ru,https://www.science-education.ru/pdf/2007/5/15.pdf,https://scholar.google.com/scholar?cites=10249902514150752170&as_sdt=2005&sciodt=2007&hl=en,172,2021-08-07 17:02:08,PDF,,,,,,,,1,0.07,1,2,14,"… между показателями; 9 – данные о зависимостях между показателями; 10 – данные о направлениях развития и модернизации информационной систе … Она работает на мэйнфреймах под управлением операционных систем IBM (OS/390, VSE/ESA, VM/CMS …"
0,"ИА ЕЛИЗАРОВ, ЮФ МАРТЕМЬЯНОВ…","ЮФ, Схиртладзе АГ, Фролов СВ, 2004«Издательство Машиностроение-1», 2004",2004,tstu.ru,,https://tstu.ru/book/elib/pdf/2004/elisarov.pdf,,173,2021-08-07 17:02:08,PDF,,,,,,,,0,0,0,3,17,"… Первый этап создания АСУ ТП связан с использованием ЭВМ первого поколения, например, таких отечественных ЭВМ как «Урал», «УМ-1», «Минск». На втором этапе применялись мэйнфреймы типа IBM, ЕС ЭВМ, мини-компьютеры (DEC, СМ ЭВМ и др.) …"
5,ВИ Завгородний,Использование облачных технологий в системе профессиональной подготовки специалистов,2013,Человеческий капитал,elibrary.ru,https://elibrary.ru/item.asp?id=21093998,https://scholar.google.com/scholar?cites=12118671185883128323&as_sdt=2005&sciodt=2007&hl=en,174,2021-08-07 17:02:08,,,,,,,,,5,0.63,5,1,8,… Другим путем решения проблемы является переход к использованию мейнфреймов. Он сопряжен с большими расходами на закупку новых аппаратно-программных средств и достаточно продолжительным периодом модернизации информационной системы …
873,"В Олифер, Н Олифер, В Олифер, Н Олифер",Компьютерные сети,2010,,db3.nsc.ru,http://db3.nsc.ru:8080/jspui/handle/SBRAS/9349,https://scholar.google.com/scholar?cites=16555035085456625357&as_sdt=2005&sciodt=2007&hl=en,175,2021-08-07 17:02:08,,,,,,,,,873,79.36,218,4,11,"Page 1. С^ППТЕР В. Олифер Н. Олифер Компьютерные сети Принципы, технологии, протоколы 4-е издание РЕКОМЕНДОВАНО МИНИСТЕРСТВОМ ОБРАЗОВАНИЯ И НАУКИ РФ Page 2. УЧЕБНИК и ДЛЯ ВУЗОВ В. Олифер Н. Олифер Компьютерные сети …"
